,date,restaurant_id,*,**,***
23833,2010-11-19,6K3lW6Ez,8,2,7
26796,2010-11-19,6VOpvj3L,1,0,0
26112,2010-11-19,8KoAXp36,0,0,0
13259,2010-11-19,9JoPqZO8,5,0,0
13232,2010-11-19,JBEy4WO8,11,0,2
4649,2010-11-19,JGoN6YoL,2,0,2
20581,2010-11-19,JGoNVBoL,6,0,1
7876,2010-11-19,KAoKjd3g,5,1,5
21714,2010-11-19,N6OkDvEx,0,0,0
26875,2010-11-19,N6Okam3x,4,0,0
22510,2010-11-19,XJ3rRm3R,0,0,0
31515,2010-11-19,XJ3rwWoR,1,0,0
8475,2010-11-19,Y1EmWmow,3,1,0
3010,2010-11-19,ZBEnzYEY,1,0,1
32332,2010-11-19,geEVVkEz,1,0,1
2966,2010-11-19,lnORaqoN,0,0,2
32711,2010-11-19,m0oWz13G,1,0,0
20702,2010-11-19,nkOvn7OB,5,0,0
15269,2010-11-19,p038Lz3m,4,0,0
13248,2010-11-19,qN3gK03A,2,1,0
25904,2010-11-19,qN3gVgEA,5,0,0
17324,2010-11-19,rNo6LXE6,1,0,0
29479,2010-11-19,we39Rvok,0,0,2
1612,2010-11-19,wmo7D7Oq,8,1,1
6079,2010-11-19,wmo7gboq,4,0,3
9395,2010-11-19,xWoYkGEK,4,0,1
10879,2010-11-19,ydEjeOW0,5,0,0
19967,2010-11-22,1m3MMn3B,2,0,0
16262,2010-11-22,1m3MZYoB,0,0,0
19650,2010-11-22,6K3lGgEz,5,0,0
17081,2010-11-22,6VOpy5EL,2,0,0
4212,2010-11-22,6Wo2K6O9,7,1,0
27434,2010-11-22,8KoA76E6,0,1,0
3263,2010-11-22,8x3z99Ek,3,0,0
14030,2010-11-22,B1oXNdEV,5,0,0
12713,2010-11-22,JBEyJ038,2,0,0
12387,2010-11-22,JGoNdWEL,1,0,0
15389,2010-11-22,KAoKrB3g,5,0,1
13587,2010-11-22,WwOa2NEB,0,0,0
18760,2010-11-22,XJ3r5ZER,0,0,0
26725,2010-11-22,ZBEnLroY,7,2,1
29882,2010-11-22,ZBEnVZEY,8,1,0
14815,2010-11-22,eVOBDa3j,0,0,0
20816,2010-11-22,njoZw1Or,4,0,1
7982,2010-11-22,p038JvOm,5,0,0
27285,2010-11-22,rNo6xdE6,5,0,0
8621,2010-11-22,v5oJjyoB,2,1,3
15674,2010-11-22,wmo71vEq,1,0,0
9130,2010-11-22,wmo77doq,2,0,0
11044,2010-11-22,wmo7kRoq,3,1,0
17200,2010-11-23,1m3M5p3B,6,1,3
10766,2010-11-23,1m3MaY3B,0,0,0
11939,2010-11-23,6K3lW6Ez,8,2,7
29926,2010-11-23,7RO5d6oq,7,2,0
3220,2010-11-23,9JoPNvE8,1,0,0
25876,2010-11-23,JGoNDkEL,0,0,0
3836,2010-11-23,KAoKa9Eg,8,2,2
32127,2010-11-23,N6OkDvEx,5,0,0
17900,2010-11-23,V430RlOB,3,0,3
21638,2010-11-23,v5oJz1oB,0,0,0
10510,2010-11-23,we39JNok,0,0,1
11275,2010-11-23,wmo7R3qn,4,0,0
9544,2010-11-23,ydEj7V3W,3,0,0
15236,2010-11-23,ydEjldoW,2,1,0
4674,2010-11-24,6K3lG5Ez,7,0,0
2084,2010-11-24,6K3lQKoz,2,0,0
30243,2010-11-24,6K3lb8Oz,2,0,2
2990,2010-11-24,8x3zPZOk,7,1,0
13740,2010-11-24,B1oXK63V,0,0,0
18484,2010-11-24,Pk3w2qEd,1,0,0
33657,2010-11-24,VpoGPPOr,1,0,0
12446,2010-11-24,VpoGxROr,2,0,0
24388,2010-11-24,XJ3r0YOR,3,0,2
2915,2010-11-24,Y1EmNn3w,2,1,1
21145,2010-11-24,dj3dm5o9,1,1,1
20727,2010-11-24,eVOBGeEj,6,0,0
13686,2010-11-24,ekE4grO2,2,0,1
33573,2010-11-24,geEV7v3z,2,0,0
31216,2010-11-24,njoZWJOr,4,1,0
31539,2010-11-24,p038GaEm,2,0,0
25544,2010-11-24,v5oJB7oB,3,0,0
13771,2010-11-24,wmo7z93q,4,0,1
10442,2010-11-29,0ZEDBxoD,4,0,1
19668,2010-11-29,1m3MQn3B,7,1,1
7784,2010-11-29,6K3lj6Oz,2,0,1
12705,2010-11-29,8KoAwzE6,8,2,4
24159,2010-11-29,8x3zq2Ek,4,0,1
629,2010-11-29,JGoNVBoL,6,0,1
19505,2010-11-29,V430M7oB,3,0,3
10244,2010-11-29,Y1Em5WEw,13,2,2
15778,2010-11-29,Y1EmY7Ew,0,0,0
27333,2010-11-29,lnORVGON,2,0,4
26127,2010-11-29,njoZeJ3r,0,0,2
13977,2010-11-29,nkOvll3B,1,0,2
24364,2010-11-29,qN3gNgEA,1,0,0
6146,2010-11-29,rNo6gqO6,2,0,0
22834,2010-11-29,rNo6xdE6,5,0,0
18959,2010-11-29,we392Nok,0,0,0
13772,2010-11-29,ydEjdVoW,5,0,0
17137,2010-11-30,0j3LDa3r,0,0,0
19945,2010-11-30,1m3MXnEB,3,1,0
5491,2010-11-30,6VOpDlOL,1,0,0
22965,2010-11-30,8x3zWRok,2,1,2
10834,2010-11-30,9JoPqZO8,5,0,0
31526,2010-11-30,KAoKA9Eg,19,2,6
18559,2010-11-30,KAoKeREg,2,0,0
3585,2010-11-30,Pk3wpwod,0,0,0
9153,2010-11-30,V430J2OB,4,0,0
28281,2010-11-30,we39Qr3k,3,0,0
15287,2010-11-30,xWoYjgOK,3,0,1
26267,2010-11-30,ydEj7V3W,3,0,0
31817,2010-12-01,0ZEDm73D,2,0,2
16547,2010-12-01,1m3MJDoB,8,0,3
24231,2010-12-01,9JoP2qE8,1,0,1
6917,2010-12-01,KAoK8ZOg,3,0,6
19377,2010-12-01,NbE1xaOJ,8,1,0
18744,2010-12-01,V430D43B,2,1,0
29570,2010-12-01,XJ3rnY3R,0,0,0
30123,2010-12-01,Y1EmZ93w,7,2,1
32321,2010-12-01,ZBEn02oY,5,0,0
12792,2010-12-01,xWoYPr3K,8,0,4
17085,2010-12-02,0ZED4pED,5,2,1
29490,2010-12-02,1JEbVeER,9,0,0
5197,2010-12-02,1m3M8pEB,1,0,0
13410,2010-12-02,8KoAQeo6,1,0,0
24579,2010-12-02,8x3zG9ok,3,0,0
23812,2010-12-02,9JoPXeo8,6,1,3
16386,2010-12-02,JBEymJE8,1,0,0
11002,2010-12-02,XJ3rDpOR,1,1,0
3652,2010-12-02,geEVdZoz,6,0,2
31299,2010-12-02,p0381eom,2,0,0
829,2010-12-02,p038De3m,8,0,1
12002,2010-12-02,p038NDOm,7,0,0
14536,2010-12-02,we39ZAok,8,0,0
11528,2010-12-02,wmo7bb3q,3,1,0
26948,2010-12-03,1JEbnwER,0,0,1
20175,2010-12-03,6VOp1aEL,5,0,1
26056,2010-12-03,6VOpXqOL,7,0,4
9129,2010-12-03,7RO5d6oq,7,2,0
6596,2010-12-03,7RO5wd3q,4,0,2
30849,2010-12-03,8x3z8ROk,0,0,0
9844,2010-12-03,JBEy4WO8,7,0,2
20229,2010-12-03,Pk3wVaEd,8,0,1
23683,2010-12-03,VpoGJQ3r,0,0,0
18806,2010-12-03,VpoGmwEr,1,0,0
3674,2010-12-03,WeEeqwEa,0,0,0
15347,2010-12-03,njoZWJOr,4,1,0
11213,2010-12-03,nkOvn7OB,5,0,0
28351,2010-12-03,qN3gK03A,2,1,0
977,2010-12-03,wmo7R3qn,4,0,0
26276,2010-12-03,wmo7z93q,4,0,1
23582,2010-12-06,0ZEDBxoD,4,0,1
10788,2010-12-06,0j3L2NOr,1,0,2
30916,2010-12-06,0j3LLx3r,0,0,0
33433,2010-12-06,1JEbnwER,2,0,5
9873,2010-12-06,6K3lj6Oz,2,0,1
9840,2010-12-06,8x3zq2Ek,4,0,1
20664,2010-12-06,8xExBJo0,0,0,0
6336,2010-12-06,KAoKRZ3g,0,0,0
18414,2010-12-06,VpoGqdEr,0,0,0
27346,2010-12-06,eVOBgpEj,4,1,1
3312,2010-12-06,geEVpBoz,0,0,0
32708,2010-12-06,nkOvQ8oB,0,0,0
21608,2010-12-06,nkOvblOB,2,0,0
17375,2010-12-06,we39vDok,1,1,1
404,2010-12-06,wmo7AvEq,17,2,5
26898,2010-12-06,ydEjeOW0,5,0,0
15580,2010-12-07,1JEbamOR,8,0,1
9425,2010-12-07,1JEbnwER,2,0,5
18096,2010-12-07,8x3znL3k,6,1,2
113,2010-12-07,KAoKA9Eg,19,2,6
5440,2010-12-07,KAoKlKOg,4,0,0
30564,2010-12-07,NbE1xaOJ,8,1,0
32442,2010-12-07,V430BAOB,1,1,0
4532,2010-12-07,XJ3r0YOR,3,0,2
6968,2010-12-07,Y1EmPJOw,5,0,0
9451,2010-12-07,p038NDOm,7,0,0
33006,2010-12-07,qN3gR1EA,0,0,0
26105,2010-12-07,rNo6Yg36,0,0,0
25552,2010-12-07,we39YZ3k,4,0,0
21802,2010-12-07,we39ZAok,8,0,0
32726,2010-12-08,0ZEDm73D,2,0,2
3864,2010-12-08,1JEbnwER,0,1,3
14919,2010-12-08,6VOprd3L,3,1,0
27666,2010-12-08,6Wo29y39,0,0,0
7312,2010-12-08,7RO5aAOq,4,0,1
30593,2010-12-08,8KoAk4E6,8,0,2
32714,2010-12-08,8x3zWRok,2,1,2
33113,2010-12-08,9JoP2qE8,1,0,1
28783,2010-12-08,B1oXlNoV,2,0,0
21552,2010-12-08,JBEy4WO8,2,0,1
6745,2010-12-08,N6Okbpox,4,0,0
24324,2010-12-08,Pk3w65Ed,3,1,0
20076,2010-12-08,V430D43B,2,1,0
29802,2010-12-08,WeEey6Ea,1,0,1
2927,2010-12-08,XJ3rmpER,0,0,0
6752,2010-12-08,Y1Em0mOw,1,0,0
27132,2010-12-08,Y1EmLmOw,8,1,0
9465,2010-12-08,Y1EmaVEw,6,0,0
24177,2010-12-08,dj3dgrE9,8,0,1
3110,2010-12-08,we39JNok,0,0,1
3625,2010-12-08,we39PREk,2,0,0
6507,2010-12-09,0j3L9xor,2,0,0
12825,2010-12-09,1JEbnwER,0,1,2
13793,2010-12-09,8KoAXp36,0,0,0
12891,2010-12-09,8KoAmQo6,1,0,0
4508,2010-12-09,KAoK16Eg,2,0,0
15200,2010-12-09,N6OkDvEx,5,0,0
8447,2010-12-09,Pk3wga3d,0,0,0
11206,2010-12-09,V430M7oB,3,0,3
5345,2010-12-09,dj3dNLO9,1,1,0
12907,2010-12-09,lnORNnON,0,0,1
17431,2010-12-09,nkOvll3B,1,0,2
33776,2010-12-09,rJoQwlEV,0,0,0
4673,2010-12-09,rNo6NKo6,0,0,0
26031,2010-12-10,0j3LyLor,4,0,1
30866,2010-12-10,1m3MJDoB,8,0,3
9943,2010-12-10,6VOpJd3L,1,0,2
15867,2010-12-10,Pk3wvxEd,0,0,0
18241,2010-12-10,dj3d8r39,0,0,0
12042,2010-12-10,ekE4eK32,1,0,0
14143,2010-12-10,m0oWVd3G,3,0,0
31557,2010-12-13,1m3MKyOB,1,0,0
31984,2010-12-13,6K3lb8Oz,2,0,2
4497,2010-12-13,8KoA9Ko6,0,0,0
5850,2010-12-13,8x3zNN3k,0,0,0
30196,2010-12-13,8x3zPZOk,7,1,0
25634,2010-12-13,B1oXvlEV,3,0,0
30874,2010-12-13,JBEyvm38,8,1,1
20465,2010-12-13,KAoKa9Eg,2,1,2
11550,2010-12-13,NbE1wPoJ,5,1,1
28096,2010-12-13,XJ3rpQOR,3,0,0
26080,2010-12-13,ZBEnwG3Y,3,0,0
10035,2010-12-13,dj3dLK39,7,1,2
23029,2010-12-13,dj3dX539,7,1,1
31481,2010-12-13,geEVvJEz,0,0,0
10796,2010-12-13,lnORaqoN,0,0,2
19533,2010-12-13,nkOvgaEB,5,0,0
29715,2010-12-13,p038Qaom,1,0,0
12573,2010-12-13,qN3gYnOA,2,0,0
27966,2010-12-14,0j3L2NOr,1,0,2
12618,2010-12-14,1JEbamOR,8,0,1
15923,2010-12-14,6K3lb8Oz,0,0,1
33086,2010-12-14,6K3ly6oz,1,0,0
27505,2010-12-14,8gOqn0E2,0,0,0
8917,2010-12-14,8x3zeREk,2,0,1
4383,2010-12-14,8xExm730,0,0,0
4321,2010-12-14,B1oXBmEV,6,0,0
24395,2010-12-14,ekE4GjO2,4,0,0
23808,2010-12-14,we39KlOk,1,0,1
4511,2010-12-14,xWoYDr3K,0,0,0
13146,2010-12-14,xWoYjgOK,3,0,1
33242,2010-12-15,6K3l8K3z,10,1,2
1402,2010-12-15,6K3lYqoz,0,0,0
18671,2010-12-15,6Wo2y539,2,0,1
3528,2010-12-15,8KoA65O6,0,0,0
10685,2010-12-15,8KoAk4E6,8,0,2
7667,2010-12-15,KAoKgBog,2,0,0
14006,2010-12-15,N6Okbpox,4,0,0
10165,2010-12-15,Pk3w65Ed,3,1,0
26479,2010-12-15,V430J2OB,4,0,0
22896,2010-12-15,WwOaKB3B,0,0,0
13821,2010-12-15,eVOBgpEj,4,1,1
27612,2010-12-15,eVOBzpOj,0,0,0
6145,2010-12-15,geEVBJEz,1,0,0
31139,2010-12-15,geEVaVOz,2,1,0
21396,2010-12-15,we39PREk,2,0,0
11034,2010-12-15,we39YZ3k,4,0,0
13994,2010-12-15,wmo7Vd3q,2,0,0
26700,2010-12-16,0ZEDGWOD,4,0,2
33218,2010-12-16,1m3MXnEB,3,1,0
25848,2010-12-16,8x3zDbOk,7,0,0
16860,2010-12-16,9JoPaeO8,5,0,1
22836,2010-12-16,KAoKjd3g,3,0,2
10896,2010-12-16,Pk3w12Od,1,0,0
33083,2010-12-16,VpoGmwEr,1,0,0
28284,2010-12-16,ZBEnW23Y,2,0,1
31446,2010-12-16,we39rokn,1,0,0
9580,2010-12-16,wmo7bb3q,4,1,0
21944,2010-12-17,0j3LXM3r,3,0,0
12988,2010-12-17,6VOpXqOL,7,0,4
19923,2010-12-17,8x3z8bOk,3,0,0
17863,2010-12-17,8x3zA9Ek,0,0,1
11593,2010-12-17,B1oX8moV,9,0,1
32967,2010-12-17,KAoKxdOg,1,0,0
31460,2010-12-17,Pk3wVaEd,8,0,1
8073,2010-12-17,Y1EmLmOw,8,1,0
18742,2010-12-17,Y1EmaVEw,6,0,0
2475,2010-12-17,dj3dgrE9,8,0,1
9388,2010-12-17,rJoQrqOV,1,0,0
1113,2010-12-17,we398lEk,2,0,0
19236,2010-12-20,0ZED4pED,0,0,0
22369,2010-12-20,0j3LK6Er,0,0,0
28313,2010-12-20,6VOprd3L,0,0,0
5690,2010-12-20,7RO5aAOq,0,0,0
18031,2010-12-20,7RO5wd3q,4,0,2
6790,2010-12-20,B1oXnNEV,2,0,0
31416,2010-12-20,B1oXvlEV,3,0,0
10624,2010-12-20,KAoK16Eg,2,0,0
24186,2010-12-20,WwOaJNEB,0,0,0
2383,2010-12-20,dj3d9Ao9,0,0,0
8196,2010-12-20,dj3dX539,7,1,1
20627,2010-12-20,eVOBMwoj,0,0,0
31511,2010-12-20,nkOvgaEB,5,0,0
9253,2010-12-20,p03824Om,1,0,0
14329,2010-12-20,qN3gMnOA,0,0,0
13120,2010-12-20,rJoQpa3V,0,0,1
5823,2010-12-20,v5oJjyoB,2,1,3
17151,2010-12-20,we39vDok,1,1,1
15208,2010-12-20,wmo7AvEq,17,2,6
28355,2010-12-21,0ZEDBxoD,0,0,1
31529,2010-12-21,1m3M5p3B,6,1,3
18401,2010-12-21,6Wo2bYo9,0,0,0
14927,2010-12-21,8x3zeREk,2,0,1
30996,2010-12-21,JBEyvm38,8,1,1
21109,2010-12-21,V43016oB,1,0,0
19744,2010-12-21,XJ3rpQOR,3,0,0
31598,2010-12-21,Y1EmPJOw,5,0,0
4789,2010-12-21,nkOvKLEB,1,1,0
1470,2010-12-22,6Wo2ngo9,2,0,0
23034,2010-12-22,B1oXBmEV,6,0,0
21440,2010-12-22,JBEyzV38,2,0,0
18503,2010-12-22,Pk3wjxEd,1,0,0
1224,2010-12-22,ZBEn02oY,5,0,0
15792,2010-12-22,ekE4GjO2,4,0,0
27277,2010-12-22,geEVBJEz,1,0,0
26170,2010-12-22,qN3glYoA,0,0,0
29204,2010-12-22,v5oJZ8oB,2,0,1
31478,2010-12-22,ydEjrDEW,0,0,0
23784,2010-12-23,geEV4eoz,2,0,0
28961,2010-12-28,B1oXdQoV,0,0,0
20058,2010-12-28,KAoKdPOg,3,0,0
11701,2010-12-28,ZBEnwG3Y,3,0,0
16921,2010-12-28,njoZ6vor,9,0,3
30,2010-12-28,nkOvVMOB,2,0,0
227,2010-12-28,rJoQlq3V,0,0,0
22231,2010-12-29,6K3l8K3z,10,1,2
20450,2010-12-29,6K3ly6oz,1,0,0
11090,2010-12-29,N6OkMX3x,2,0,0
16169,2010-12-29,V430q1oB,6,0,1
14406,2010-12-29,WeEeM6Ea,0,0,0
18735,2010-12-29,WeEere3a,1,0,0
22110,2010-12-29,Y1Emwnow,2,0,0
5657,2010-12-29,dj3dLK39,7,1,2
18456,2010-12-29,ekE4PNE2,0,0,0
8828,2010-12-30,6Wo2LYE9,3,0,0
28581,2010-12-30,8x3zDbOk,7,0,0
6488,2010-12-30,9JoPV5E8,2,0,0
32704,2010-12-30,9JoPaeO8,5,0,1
4158,2010-12-30,B1oX8moV,7,0,0
2917,2010-12-30,JBEyR138,1,0,0
24195,2010-12-30,KAoKgBog,2,0,0
18877,2010-12-30,N6OkKQOx,3,0,0
93,2010-12-30,NbE1rN3J,0,0,0
33816,2010-12-30,geEVaVOz,2,1,0
12111,2010-12-30,geEVbBEz,9,1,0
16801,2010-12-30,njoZ6vor,9,0,3
27965,2010-12-30,p038D3md,4,0,0
31098,2010-12-30,rNo65X36,4,1,2
33314,2010-12-30,we39nrok,2,0,0
18267,2011-01-03,0j3LmZor,6,0,0
214,2011-01-03,1JEbbJER,0,0,4
6843,2011-01-03,6K3lLe3z,1,0,0
11834,2011-01-03,6K3lnvOz,2,1,1
32921,2011-01-03,9JoPwj38,0,1,0
19582,2011-01-03,JBEyKRo8,1,0,0
9884,2011-01-03,JBEyamE8,3,0,0
25153,2011-01-03,JBEyyJE8,0,0,0
17842,2011-01-03,NbE1wPoJ,5,1,1
15947,2011-01-03,WwOa7d3B,11,0,3
20928,2011-01-03,dj3d25O9,4,0,0
15932,2011-01-03,dj3dLK39,2,1,0
18829,2011-01-03,ekE476O2,2,0,0
16045,2011-01-03,p038843m,3,0,0
9701,2011-01-03,p038yXom,7,1,0
8471,2011-01-03,v5oJQ13B,2,0,0
11571,2011-01-03,wmo7bb3q,1,0,0
22295,2011-01-04,0ZEDGWOD,4,0,2
28375,2011-01-04,6K3lZqOz,11,0,0
13358,2011-01-04,6Wo2B6o9,5,1,1
11366,2011-01-04,6Wo2mV39,2,0,0
18989,2011-01-04,7RO5XVoq,8,1,0
25536,2011-01-04,B1oXzNEV,0,0,0
31659,2011-01-04,JGoN0BEL,1,0,0
21359,2011-01-04,JGoNpdEL,1,0,0
2209,2011-01-04,N6OklmEx,7,0,3
11929,2011-01-04,Pk3wVEd9,2,0,0
19552,2011-01-04,Pk3wdDod,4,0,3
14193,2011-01-04,Y1Em9REw,5,0,0
31234,2011-01-04,Y1EmLmOw,7,0,0
28554,2011-01-04,Y1EmkAow,6,1,1
1447,2011-01-04,ZBEnW23Y,2,0,1
19408,2011-01-04,lnORXK3N,2,0,0
22343,2011-01-04,m0oW1gEG,4,0,0
32713,2011-01-04,njoZZ1or,6,0,2
21863,2011-01-04,ydEjdVoW,5,0,0
10748,2011-01-05,1m3MgZOB,1,0,0
29317,2011-01-05,6K3l1xoz,5,0,0
463,2011-01-05,8KoAl436,6,1,1
11452,2011-01-05,JBEylRO8,0,0,0
16292,2011-01-05,N6OkQW3x,1,0,0
21242,2011-01-05,NbE1dNOJ,0,0,0
24223,2011-01-05,NbE1mzEJ,5,0,0
265,2011-01-05,Pk3wL9od,0,0,0
23902,2011-01-05,eVOBPw3j,5,0,8
8511,2011-01-05,lnORKGEN,4,0,0
17511,2011-01-05,rJoQX03V,1,0,0
30678,2011-01-05,we3905Ek,0,0,0
18826,2011-01-05,ydEjYdOW,3,0,0
9601,2011-01-06,0ZEDD8ED,9,0,2
12339,2011-01-06,0ZEDKkOD,4,0,0
2168,2011-01-06,6Wo2pGE9,0,0,0
12966,2011-01-06,V430e1oB,4,0,4
29905,2011-01-06,m0oWLPOG,1,0,0
20308,2011-01-06,nkOvrZOB,2,0,0
20121,2011-01-06,p038keEm,0,0,0
7713,2011-01-06,qN3gZBEA,0,0,0
10887,2011-01-06,rNo65X36,4,1,2
1768,2011-01-06,wmo7AvEq,14,1,4
500,2011-01-07,0ZED1B3D,0,0,0
7847,2011-01-07,1JEb9mOR,4,0,0
30049,2011-01-07,1m3M0bEB,0,0,0
16951,2011-01-07,1m3MlLEB,0,0,1
7729,2011-01-07,1m3Mq63B,3,0,0
8198,2011-01-07,8xExKWO0,0,0,0
26410,2011-01-07,B1oXJqEV,2,0,0
17252,2011-01-07,JGoN7bOL,0,0,0
2785,2011-01-07,NbE1zP3J,2,1,0
25350,2011-01-07,V430rqOB,2,0,0
19733,2011-01-07,Y1EmBV3w,2,0,0
20417,2011-01-07,eVOBPw3j,5,0,8
20866,2011-01-07,eVOBZ6Oj,0,0,0
31741,2011-01-07,geEVbBEz,9,1,0
20460,2011-01-07,geEVmeOz,0,0,0
8671,2011-01-07,nkOvrZOB,2,0,0
6216,2011-01-07,qN3gDBoA,0,0,0
4020,2011-01-07,rNo69l36,0,0,0
3207,2011-01-07,we39drEk,6,0,0
8831,2011-01-07,we39nrok,2,0,0
15288,2011-01-07,wmo7MvEq,8,2,1
13412,2011-01-07,xWoY2jOK,1,0,2
19835,2011-01-10,0j3LmZor,6,0,0
29484,2011-01-10,1JEbLYoR,3,1,0
32118,2011-01-10,6K3llg3z,4,0,2
28149,2011-01-10,7RO5XVoq,8,1,0
11347,2011-01-10,8gOqm5O2,1,0,0
30878,2011-01-10,VpoGnr3r,0,0,3
20631,2011-01-10,WeEemVEa,5,0,1
10504,2011-01-10,XJ3rr83R,2,0,0
6047,2011-01-10,Y1EmLmOw,7,0,0
16288,2011-01-10,Y1EmjR3w,1,0,0
9352,2011-01-10,geEVPzoz,8,0,2
25869,2011-01-10,lnORjnON,2,0,2
27114,2011-01-10,wmo7q7Eq,6,0,5
5174,2011-01-10,xWoYK9EK,6,0,1
23905,2011-01-11,1m3MYZ3B,0,0,0
5085,2011-01-11,1m3May3B,7,0,1
13283,2011-01-11,1m3MlLEB,0,0,1
27537,2011-01-11,6K3l5voz,0,0,0
27849,2011-01-11,6Wo2B6o9,5,1,1
12298,2011-01-11,N6Ok8QEx,4,0,0
33246,2011-01-11,N6OklmEx,7,0,3
33253,2011-01-11,Pk3wdDod,3,0,3
14118,2011-01-11,XJ3r8JOR,2,0,0
13423,2011-01-11,Y1EmkAow,6,1,1
27674,2011-01-11,dj3d25O9,4,0,0
18776,2011-01-11,lnORkdEN,1,0,1
26944,2011-01-11,p038ADom,6,0,1
27298,2011-01-11,v5oJMA3B,4,0,0
14162,2011-01-13,0ZEDD8ED,9,0,2
306,2011-01-13,8x3zgYok,1,0,1
9781,2011-01-13,JGoN0BEL,1,0,0
29530,2011-01-13,WwOa7d3B,11,0,3
10130,2011-01-13,WwOanJEB,5,0,2
9481,2011-01-13,Y1Em9REw,5,0,0
21941,2011-01-13,ZBEn5vOY,0,0,0
14319,2011-01-13,dj3deXo9,0,0,0
16578,2011-01-13,ekE49L32,0,0,0
30600,2011-01-13,m0oWlJOG,5,0,3
20251,2011-01-13,nkOv6VOB,0,0,0
9435,2011-01-13,rJoQvaOV,4,0,5
22216,2011-01-13,wmo76P3q,3,0,2
23265,2011-01-13,wmo7AvEq,13,1,1
26492,2011-01-14,1JEb9mOR,4,0,0
10315,2011-01-14,1m3MbpoB,2,0,0
2749,2011-01-14,6K3l1xoz,5,0,0
9035,2011-01-14,6Wo2Nyo9,8,3,2
22785,2011-01-14,6Wo2YN39,0,0,0
25832,2011-01-14,JBEy2B38,6,0,0
16434,2011-01-14,ekE4Mr32,4,0,1
14998,2011-01-14,lnORKGEN,4,0,0
19165,2011-01-14,lnORzeON,0,1,0
21037,2011-01-14,njoZgbOr,1,0,2
32656,2011-01-14,p038D3md,4,0,0
15571,2011-01-14,p038n4Om,1,0,0
20380,2011-01-14,xWoY2jOK,1,0,2
25103,2011-01-15,KAoKdPOg,3,0,0
16048,2011-01-15,WeEemVEa,5,0,1
27240,2011-01-18,0ZEDD8ED,2,0,1
10937,2011-01-18,1JEbLYoR,6,1,0
14429,2011-01-18,1JEbbJER,0,0,4
28619,2011-01-18,6K3lZqOz,11,0,0
165,2011-01-18,6K3lnvOz,2,1,1
20497,2011-01-18,8KoAl436,6,1,1
13941,2011-01-18,JBEyamE8,3,0,0
19528,2011-01-18,NbE1zP3J,2,1,0
10880,2011-01-18,WwOaaNOB,2,0,0
20140,2011-01-18,ekE476O2,2,0,0
30653,2011-01-18,ekE4Az32,6,0,1
7039,2011-01-18,geEVPzoz,12,0,4
5309,2011-01-18,lnORjnON,2,0,2
15266,2011-01-18,p038lg3m,2,1,1
7646,2011-01-18,rJoQ6WOV,1,0,0
1081,2011-01-18,rNo64LE6,0,0,0
5911,2011-01-19,0j3Lb6Or,1,1,1
25422,2011-01-19,9JoP9QO8,4,0,0
17270,2011-01-19,V430e1oB,4,0,4
32731,2011-01-19,XJ3r2Q3R,0,0,0
20051,2011-01-19,Y1Emq9Ew,2,0,0
17617,2011-01-19,dj3dnLO9,2,0,0
30658,2011-01-19,m0oWBg3G,1,1,0
20774,2011-01-19,njoZZ1or,6,0,2
16437,2011-01-19,nkOvGMEB,0,0,0
11110,2011-01-19,nkOvrZOB,2,0,0
4359,2011-01-19,rJoQX03V,1,0,0
6726,2011-01-19,wmo76P3q,3,0,2
7690,2011-01-20,1m3MXnEB,11,0,6
11359,2011-01-20,6K3lLk3z,0,0,0
22086,2011-01-20,nkOvDl3B,3,0,0
10344,2011-01-20,nkOvLx3B,0,0,0
2287,2011-01-20,p0389Dom,3,1,1
6426,2011-01-21,1JEbyMOR,1,0,3
3039,2011-01-21,6K3lV8Oz,8,2,0
9287,2011-01-21,Pk3wRqEd,3,0,0
9057,2011-01-21,ekE4DKE2,3,0,0
9252,2011-01-21,ekE4y632,1,0,0
23426,2011-01-21,rNo6v6o6,0,0,0
29599,2011-01-21,xWoYAaoK,2,0,1
10355,2011-01-24,1m3May3B,7,0,1
2357,2011-01-24,6K3llg3z,4,0,2
1810,2011-01-24,KAoKA9Eg,11,1,0
21964,2011-01-24,N6Ok8QEx,4,0,0
11228,2011-01-24,V430g1EB,3,0,0
30073,2011-01-24,VpoGnr3r,0,0,3
21133,2011-01-24,XJ3rr83R,2,0,0
9493,2011-01-24,p038yXom,7,1,0
18953,2011-01-24,we39drEk,6,0,0
7712,2011-01-24,wmo7q7Eq,6,0,5
3486,2011-01-24,xWoY4d3K,0,0,1
1681,2011-01-24,xWoYK9EK,6,0,1
9462,2011-01-25,1JEbxMoR,1,0,0
8463,2011-01-25,6Wo2Nyo9,8,3,2
10664,2011-01-25,NbE1mzEJ,5,0,0
5529,2011-01-25,WeEeYwEa,1,0,1
6976,2011-01-25,Y1Em9REw,1,0,0
2777,2011-01-25,Y1EmaVEw,0,0,1
26042,2011-01-25,eVOBAJoj,4,0,0
21765,2011-01-25,ekE4Az32,6,0,0
21953,2011-01-25,ekE4Mr32,4,0,1
19609,2011-01-25,lnORkdEN,1,0,1
24905,2011-01-25,m0oW1gEG,4,0,0
2492,2011-01-25,nkOvrZOB,2,0,0
15445,2011-01-25,p038ADom,6,0,1
9285,2011-01-25,p038eeom,0,0,1
29790,2011-01-25,v5oJ4AEB,0,0,0
15520,2011-01-25,we39G0Ok,0,0,0
9542,2011-01-25,wmo7MvEq,8,2,1
